,sent_type,university,sent_id,aligned_to,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_negative_ln_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word
145,non-code-switch,CMU,5869,CMU_203, ,走路 五 分钟 范围 内 有 印度 超市 ， 韩国 超市 和 各 种 餐厅 。,4,,范围,35.00897345124065,5.0110790000000005,NN,6,advmod:loc,6.100998 3.927421 2.40673 5.011079 3.70851 2.42616 4.01135 6.045021 1.073489 3.402334 6.202011 1.600916 3.41676 4.207642 4.817885 0.726807,3.6928195625,,11.319097967990071,,2,2,0,0.0,2.40673
147,non-code-switch,CMU,4168,CMU_204, ,便宜 ， 离 学校 近 ， 最 里面 的 房间 ， 不 受 打扰 ， 有 独立 的 空间 。,3,,离,36.56814478438097,4.112467,P,4,case,6.100998 0.8954685 4.112467 3.194395 4.046862 1.387283 3.455624 2.940392 0.1526102 2.706996 0.5968588 2.553837 4.994481 4.367551 0.9542425 2.332879 3.26468 0.2972204 3.089242 0.7376457,2.609086655,,8.348683502420371,,1,1,0,1.0,6.100998000000001
149,non-code-switch,CMU,2922,CMU_206, ,周边 ： 黄金 地段 ， 环境 很 安全 。,4,,地段,38.84724710085468,5.917243,NN,8,nmod:topic,4.583487 3.43317 4.479253 5.917243 0.6364666 4.499203 3.517969 3.150588 0.5496719,3.4185612777777785,,10.066334999494703,,2,4,0,0.0,4.479253
151,non-code-switch,CMU,2256,CMU_208, ,屋内 有 空调 暖气 ， 整个 公寓 明年 五月 还 可以 接着 续签 。,7,,公寓,39.049879525011114,3.601289,NN,13,nsubj,6.258925 1.359897 4.171822 3.912002 1.143907 3.60978 3.601289 6.1352 2.866095 4.504759 1.453666 4.451268 6.603389 1.191408,3.6616719285714288,,7.358284798392494,,2,6,0,0.0,3.60978
153,non-code-switch,CMU,6643,CMU_209, ,然后 就 没 修 过 了 。,4,,修,38.0061294991754,5.216012999999999,VV,7,dep,3.924634 2.388166 2.507844 5.216013 2.845774 1.636779 1.539787,2.865571,,9.815020571213797,,1,3,0,0.0,2.507844
155,non-code-switch,CMU,5623,CMU_210, ,地下室 有 免费 洗衣 。,3,,免费,38.153624736746146,3.935022,JJ,4,amod,5.637844 1.885276 3.935022 6.723996 2.296248,4.095677200000001,,7.721785707401626,,2,1,0,0.0,1.8852759999999997
157,non-code-switch,CMU,808,CMU_211, ,家具 厨具 齐全 ， 可 拎包 入住 。,1,,家具,38.99879812241052,5.804012999999999,NN,3,nsubj,5.804013 7.000371 5.850079 0.370216 2.51071 10.51329 5.243498 0.9292497,4.7776783375,,7.397124631708758,,2,2,0,,
159,non-code-switch,CMU,5415,CMU_212, ,都 包括 在 里面 。,4,,里面,37.55355798543752,3.7135290000000003,NN,2,nmod:prep,4.390689 3.137072 1.155715 3.713529 0.7851001,2.63642102,,8.428726210093908,,2,2,0,0.0,1.155715
161,non-code-switch,CMU,3663,CMU_214, ,房子 地理 位置 赞 。,2,,地理,36.69314321402464,5.216425,NN,3,compound:nn,5.512905 5.216425 4.668164 5.633425 1.649958,4.5361754,,10.066334999494703,,2,1,0,0.0,5.512905
163,non-code-switch,CMU,2363,CMU_216, ,租金 ： 和 房东 联系 出租 时间 ： 可以 随时 入住 。,1,,租金,38.29400493714088,7.042348,NN,5,dep,7.042348 3.600711 3.656355 5.928862 4.573983 5.928586 3.979539 1.943377 4.587302 2.988939 3.962551 0.9292497,4.093483558333333,,9.304194947447806,,2,4,0,,
165,non-code-switch,CMU,946,CMU_218, ,大理石 台面 的 厨房 是 去年 新装 修 的 。,2,,台面,41.340913697340056,6.336519,NN,4,nmod:assmod,5.177113 6.336519 1.489607 4.749734 2.339518 4.703452 6.689639 5.101703 1.423274 2.16487,4.0175429000000005,,11.319097967990071,,2,2,0,0.0,5.177112999999999
167,non-code-switch,CMU,950,CMU_219, ,房子 ： 厨房 ， 饭厅 ， 客厅 ， 房子 后面 有 车库 。,9,,房子,37.40390285781066,5.266129,NN,10,compound:nn,5.512905 4.075258 5.199445 1.038718 6.487165 0.7823883 5.88058 0.8803964 5.266129 2.701656 1.900774 5.139376 1.090826,3.5350474384615387,,7.084991463392812,,2,1,0,1.0,5.88058
169,non-code-switch,CMU,906,CMU_222, ,客厅 有 大 窗 ， 采光 良好 ~,3,,大,33.143099498825805,2.8829130000000003,JJ,4,amod,6.258925 3.365124 2.882913 3.035158 0.4973246 5.885937 1.37026 5.790276,3.6357397,,6.9062996746494365,,1,1,0,0.0,3.365124
171,non-code-switch,CMU,2174,CMU_226, ,卧室 房租 : $535+电 、 网 。,6,,网,37.00977086547229,4.407538,NN,0,root,6.527233 6.635733 3.834046 10.51329 1.836976 4.407538 1.667258,5.060296285714286,,9.304194947447806,,1,0,1,1.0,10.51329
173,non-code-switch,CMU,4308,CMU_228, ,现在 低价 招租 啦 ！,3,,招租,45.33099155248178,6.987455000000001,VV,5,dep,3.0935 6.204281 6.987455 5.505415 1.060173,4.5701648,,9.239656426310237,,2,2,0,0.0,6.204281
175,non-code-switch,CMU,530,CMU_231, ,房间 都 在 二 楼 （ 共 三 间 卧室 ） ， 和 一 楼 完全 分离 。,1,,房间,37.80790773343533,5.415995,NN,3,nsubj,5.415995 2.076135 1.470829 3.481456 1.103424 2.062373 3.405963 1.643453 2.186915 3.379827 2.114435 0.7801547 2.553361 1.957522 5.832626 4.807052 2.602485 0.7314993,2.6447502777777783,,7.021812561771281,,2,2,0,,
177,non-code-switch,CMU,5736,CMU_233, ,我们 都 是 性格 开朗 ， 兴趣 广泛 并且 爱 收拾 的 女生 。,4,,性格,37.280247506271905,5.052741999999999,NN,5,nsubj,3.478143 2.210853 0.7133344 5.052742 6.397548 0.7552159 5.039115 1.680257 4.627922 4.52364 10.51329 1.397776 4.427609 0.8361432,3.689542035714286,,10.220485679321962,,2,1,0,0.0,0.7133344
179,non-code-switch,CMU,7161,CMU_239, ,如果 需要 ， 尽量 6 .,2,,需要,34.275908174304426,2.387489,VV,0,root,2.949325 2.387489 0.9318842 4.826164 10.51329 3.135041,4.123865533333333,,7.330113921425798,,2,0,1,0.0,2.949325
181,non-code-switch,CMU,7107,CMU_240, ,多 买 价格 可议 ！,1,,多,33.55179624048572,3.1527540000000003,AD,2,advmod,3.152754 4.565324 4.081667 10.51329 3.946241,5.2518552000000005,,8.251045032856455,,1,1,0,,
183,non-code-switch,CMU,712,CMU_244, ,物 廉价 美 ， 走过 路过 不要 错过 ！,6,,路过,41.04677238119346,5.797643,NN,5,dobj,5.086936 4.820105 4.503816 1.456977 5.530567 5.797643 4.83186 2.889302 2.61668,4.170431777777779,,12.012245148550015,,2,1,0,0.0,5.530567
185,non-code-switch,CMU,1770,CMU_245, ,另外 有 个 卧室 也 是 靠近 学校 的 beeler/wilkins ， 走路 到 学校 也 非常 近 。,8,,学校,35.007917095143085,3.508206,NN,7,dobj,2.677585 1.828142 2.170262 4.769231 3.315122 0.8044325 4.424774 3.508206 1.110741 10.51329 1.197862 5.429586 2.089469 3.181077 2.406282 2.867293 2.733528 0.890378,3.1065144722222224,,7.617795993877578,,2,1,0,0.0,4.424774
187,non-code-switch,CMU,6342,CMU_247, ,能够 复印 、 打印 就 可以 ！,4,,打印,39.235114450552956,5.057083,VV,2,conj,4.484877 6.989128 1.482236 5.057083 3.650008 1.408872 4.477924,3.9357325714285714,,11.319097967990071,,2,2,0,1.0,6.989128
189,non-code-switch,CMU,3882,CMU_248, ,价格 看 时间 长短 而 定 。,6,,定,35.20072835903825,0.27875359999999993,VV,2,conj,5.177113 5.007615 3.659483 2.953286 1.737747 0.2787536 0.3033618,2.7310513428571435,,11.319097967990071,,1,4,0,0.0,1.7377470000000002
191,non-code-switch,CMU,5368,CMU_249, ,房子 为 一 室 一 厅 ， 出租 客厅 。,1,,房子,37.40390285781066,5.512905,NN,6,nsubj,5.512905 2.583604 2.036459 3.881932 1.20412 0.2688453 0.7224511 6.058804 6.384201 1.281693,2.99350144,,7.084991463392812,,2,5,0,,
193,non-code-switch,CMU,240,CMU_256, ,今天 就 可以 入住 。,4,,入住,41.69283258475314,4.436532,VV,0,root,3.692266 2.868673 1.490235 4.436532 0.3555963,2.56866046,,7.885110763504925,,2,0,1,0.0,1.490235
195,non-code-switch,CMU,6280,CMU_259, ,使用 起来 相当 方便 。,3,,相当,35.47061136053634,3.018765,AD,4,advmod,3.265751 3.508522 3.018765 2.996781 0.2218488,2.60233356,,9.932803606870179,,2,1,0,0.0,3.508522
197,non-code-switch,CMU,5683,CMU_265, ,客厅 ： 空调 ；,3,,空调,38.933227616033385,5.749864,NN,0,root,6.258925 3.265959 5.749864 3.593539,4.71707175,,9.121873390653851,,2,0,1,1.0,6.258925
199,non-code-switch,CMU,4798,CMU_266, ,出租 客厅 + 三 楼 阁楼 。,4,,三,33.38506853843827,3.242331,CD,6,nummod,5.886802 6.176804 4.582593 3.242331 2.625874 6.356104 1.143688,4.287742285714286,,7.311764782757602,,1,2,0,1.0,6.176804
201,non-code-switch,CMU,3143,CMU_267, ,公寓 经常 举行 各 种 节庆 活动 ， 很 容易 认识 邻居 ， 或者 联系 英语 。,6,,节庆,40.603975401667796,5.368304,NN,7,compound:nn,4.876083 4.707331 2.539366 3.605983 4.366809 5.368304 0.6540583 0.6766936 3.737134 0.8941926 4.741511 3.928626 1.014964 3.246986 4.662714 4.713832 1.593345,3.2545842647058825,,12.012245148550015,,2,1,0,0.0,4.366809
203,non-code-switch,CMU,3679,CMU_269, ,招租 的 房间 宽敞 ， 有 步入 式 衣柜 。,7,,步入,45.974090381236365,5.903054,VV,6,conj,6.530301 1.946093 3.804422 3.465511 0.1978347 1.280754 5.903054 2.669868 6.924273 1.382467,3.41045777,,12.012245148550015,,2,1,0,0.0,1.2807540000000002
205,non-code-switch,CMU,5119,CMU_270, ,补充 几 张 客厅 ， 厨房 的 照片 。,4,,客厅,39.62193529485629,6.342225,NN,1,dobj,5.060607 3.949913 4.471319 6.342225 0.8922411 5.470249 1.054566 3.470727 0.7291858,3.4934481,,7.6302185138761365,,2,3,0,0.0,4.471319
207,non-code-switch,CMU,1093,CMU_277, ,最好 可以 是 男生 。,1,,最好,44.01391226038335,5.001022,AD,4,advmod,5.001022 3.550363 1.59549 5.081507 0.9146386,3.22860412,,8.716408282545688,,2,3,0,,
209,non-code-switch,CMU,2950,CMU_278, ,大厅 有 家具 沙发 （ 床 ） ， 多 个 书桌 、 椅子 以及 各 种 灯 ， 全都 免费 赠送 ， 拎包 入住 。,15,,各,33.568230827656734,3.171262,DT,17,det,5.144928 1.167871 5.537969 3.908698 2.518345 5.541569 0.4988647 0.6882423 3.55415 1.437358 7.092062 0.8106804 4.919535 2.862561 3.171262 4.225224 5.883419 1.046801 4.724181 4.871372 2.467868 1.288915 10.51329 5.243498 0.9292497,3.6019165239999995,,7.951802138003598,,1,2,0,0.0,2.862561
211,non-code-switch,CMU,5286,CMU_279, ,另 有 一 个 公用 卫生间 和 一 个 公用 厨房 。,10,,公用,38.16697024010577,5.147136,JJ,11,amod,3.093914 4.112612 1.455138 5.503237 5.147136 2.45923 1.47962 2.655835 5.729619 5.147136 2.177119 0.726807,3.3072835833333336,,10.91363285988191,,2,1,0,0.0,5.7296190000000005
213,non-code-switch,CMU,5945,CMU_281, ,房子 的 户型 图 。,3,,户型,42.806570138587816,6.7305470000000005,NN,4,dep,5.512905 1.253929 6.730547 4.256519 1.432162,3.8372123999999994,,9.527338498762015,,2,1,0,0.0,1.253929
215,non-code-switch,CMU,1844,CMU_287, ,所有 家具 也 一并 出售 ， 价格 便宜 。,2,,家具,38.99879812241052,4.031432,NN,5,nsubj,3.213507 4.031432 2.46259 3.288146 2.472523 0.6238034 2.703437 5.948092 0.8685571,2.8457875,,7.397124631708758,,2,3,0,0.0,3.213507
217,non-code-switch,CMU,6582,CMU_291, ,可代 改装 ， 升级 ， 代 做 各 种 系统 ， 各 种 双 系统 。,8,,各,33.568230827656734,4.3198870000000005,DT,10,det,10.51329 4.689533 0.9218283 4.882312 1.903643 4.942633 5.097624 4.319887 4.294727 3.424558 0.7533277 3.077659 4.15782 3.640766 4.188351 1.039912,3.8654919375,,7.951802138003598,,1,2,0,0.0,5.097624
219,non-code-switch,CMU,7611,CMU_302, ,该 职位 的 工作 地点 是 哪里 ？,2,,职位,38.053536414382265,3.6023910000000003,NN,5,nmod:assmod,2.399185 3.602391 0.9081498 2.29712 2.679276 1.65748 5.130776 1.049504,2.465485225,,11.319097967990071,,2,3,0,0.0,2.3991849999999997
221,non-code-switch,CMU,7098,CMU_303, ,半 年 前 购入 该 显示器 ， 性能 完好 9 .,5,,该,34.72713004067059,2.007197,DT,6,det,3.714715 1.479431 6.050519 4.484387 2.007197 4.95992 0.8999767 4.847531 3.746499 10.51329 3.135041,4.167136972727272,,9.304194947447806,,1,1,0,0.0,4.484387
223,non-code-switch,CMU,2611,CMU_304, ,这 段 时间 的 价钱 可 商量 。,3,,时间,34.550851541485784,2.166815,NN,5,nmod:assmod,2.328403 4.096681 2.166815 1.413579 4.745465 2.552882 5.594633 1.119376,3.00222925,,8.228055514631755,,2,2,0,0.0,4.096680999999999
225,non-code-switch,CMU,6918,CMU_307, ,朋友 毕业 ， 发 卖 家具 。,5,,卖,37.736196351301906,5.388356,VV,2,conj,5.211875 4.235046 0.851682 4.875584 5.388356 3.023556 1.201446,3.5410778571428567,,9.121873390653851,,1,3,0,0.0,4.875584
227,non-code-switch,CMU,4277,CMU_309, ,房子 照片 可以 通过 邮件 发送 。,5,,邮件,38.425347364982734,3.6378470000000003,NN,6,nmod:prep,5.512905 5.003815 2.579326 1.571905 3.637847 2.84748 1.413211,3.2237841428571428,,8.921202695191699,,2,1,0,0.0,1.5719049999999999
229,non-code-switch,CMU,934,CMU_313, ,房间 里 有 空调 暖气 ， 可以 自己 调节 。,4,,空调,38.933227616033385,4.3425910000000005,NN,5,compound:nn,5.415995 1.213663 1.195687 4.342591 3.912002 1.143907 2.697738 3.339366 5.472904 1.168566,2.9902419,,9.121873390653851,,2,1,0,0.0,1.1956870000000002
231,non-code-switch,CMU,4990,CMU_314, ,希望 未来 室 友好 相处 ， 及时 交 房租 ， 有 事 都 可以 商量 。,12,,事,34.827208887520214,4.84882,NN,11,dobj,4.628299 2.963564 4.867194 5.700888 6.009274 0.7833342 4.956641 5.122408 3.206699 0.8264654 2.381997 4.84882 2.534619 1.930228 5.123863 1.119376,3.56272935,,10.625950787430126,,1,1,0,0.0,2.381997
233,non-code-switch,CMU,6048,CMU_319, ,健身 蛋 白粉 买 了 只 喝 过 一 次 。,1,,健身,39.21189458717964,5.886801999999999,NN,2,compound:nn,5.886802 5.354211 6.145402 6.009185 2.647138 4.209653 3.704847 4.040139 1.566532 0.4977829 1.241931,3.754874809090909,,9.527338498762015,,2,1,0,,
235,non-code-switch,CMU,4245,CMU_320, ,房间 出租 ， 地理 位置 相当 好 ， 性价比 非常 高 。,2,,出租,37.64092386814696,3.491162,NN,7,nmod:topic,5.415995 3.491162 1.081215 4.743755 4.928254 3.058737 2.210315 0.7316084 6.385704 4.130677 1.615729 0.7802027,3.2144461749999995,,7.534908334071812,,2,5,0,0.0,5.415995
237,non-code-switch,CMU,3569,CMU_322, ,房间 质量 相当 好 ， 请 看 照片 。,8,,照片,37.173947005171044,3.786975,NN,7,dobj,5.415995 4.901085 2.947385 2.253108 0.7316084 3.100019 2.133425 3.786975 0.9763366,2.9162152222222213,,8.754148610528535,,2,1,0,0.0,2.133425
239,non-code-switch,CMU,2995,CMU_323, ,房子 空间 很大 ， 一 个 人 住 空间 绝对 够 ， 情侣 住 也 会 觉得 很 宽敞 。,3,,很大,38.77016988288672,3.503337,JJ,9,dep,5.512905 4.66963 3.503337 0.2684461 2.542229 5.656124 1.958433 3.400505 4.569386 5.097482 4.056213 1.594091 5.922795 5.061402 3.40461 1.647134 3.459628 1.286987 4.432626 1.20569,3.462482655,,10.402807236115915,,2,6,0,0.0,4.669630000000001
241,non-code-switch,CMU,5163,CMU_324, ,） 厨房 有 餐桌 和 椅子 ， 不 需要 到 客厅 就餐 。,4,,餐桌,40.44888500333305,6.432466000000001,NN,6,conj,4.562703 6.235083 2.333195 6.432466 1.879979 4.836751 0.6882423 2.997688 1.432731 3.079456 5.877058 6.74021 0.6304554,3.6712321307692304,,11.319097967990071,,2,2,0,0.0,2.333195
243,non-code-switch,CMU,4694,CMU_325, ,租金 每 月 $350 包 水电 ， 具体 入住 日期 及 价格 可 商量 。,12,,价格,34.93900346619293,4.324008,NN,9,dobj,7.042348 2.817288 3.653591 10.51329 4.622641 6.018971 1.39794 4.109803 6.016859 4.802082 2.049575 4.324008 2.833341 5.750332 1.119376,4.471429666666666,,8.323365694436081,,2,3,0,0.0,2.049575
245,non-code-switch,CMU,4754,CMU_326, ,可租 五 月 末 到 七 月 末 ， 只 需 交 六月 和 七月 的 房租 即 可 。,17,,房租,39.825546227173426,5.449194,NN,12,dobj,7.042348 4.115407 3.609323 5.773407 1.815008 3.945851 3.619986 5.773407 0.6776541 3.135776 3.923427 4.0205 5.223568 2.43837 0.3203351 0.7766016 5.449194 4.047923 3.968558 2.788346,3.62324949,,8.348683502420371,,2,5,0,0.0,0.7766016
247,non-code-switch,CMU,5018,CMU_329, ,房间 包括 全 套 家具 ， 可 拎包 入住 。,3,,全,34.51176850772505,3.650755,DT,5,det,5.415995 3.333235 3.650755 4.883201 5.51093 0.9882128 2.788951 10.51329 5.243498 0.9292497,4.325731750000001,,7.917900586327916,,1,2,0,0.0,3.3332349999999997
249,non-code-switch,CMU,4728,CMU_335, ,房子 很 大 很 宽敞 。,2,,很,33.813727952520395,3.0097240000000003,AD,3,advmod,5.512905 3.009724 3.473575 4.563359 4.273879 1.20569,3.673188666666667,,6.498816402385034,,1,1,0,0.0,5.512905
251,non-code-switch,CMU,1433,CMU_336, ,能够 接手 这些 家具 的 优先 考虑 。,4,,家具,38.99879812241052,4.673843,NN,7,nmod:assmod,4.484877 5.074061 3.41009 4.673843 1.33685 4.66528 2.120387 1.05041,3.35197475,,7.397124631708758,,2,3,0,0.0,3.4100900000000003
253,non-code-switch,CMU,7523,CMU_337, ,其他 考场 价格 根据 具体 距离 而 定 。,5,,具体,34.82318080946561,3.2829620000000004,JJ,6,amod,3.199917 6.717733 4.785383 2.994801 3.282962 4.567176 2.796608 0.8310874 0.3033618,3.2754476888888893,,8.680040638374813,,2,1,0,0.0,2.994801
255,non-code-switch,CMU,6857,CMU_339, ,细节 可 看 下方 连接 ， 9-9.,4,,下方,41.012757216660965,4.085718,NN,3,dobj,6.527233 2.503791 4.970552 4.085718 3.690869 1.082289 10.51329,4.767677428571429,,11.319097967990071,,2,1,0,0.0,4.970552
257,non-code-switch,CMU,100,CMU_341, ,真的 是 拎包 入住 ！,3,,拎包,44.430059216838366,10.16642,VV,0,root,5.886802 1.200772 10.51329 5.243498 4.326986,5.4342695999999995,,8.456897087060604,,2,0,1,0.0,1.200772
259,non-code-switch,CMU,2688,CMU_345, ,一 个 男生 ， 两 个 女生 。,7,,女生,39.815677012174014,3.839375,NN,0,root,2.791026 5.592477 4.133075 0.7366862 2.771572 0.8886713 3.839375 1.211831,2.7455891875,,8.06100142996859,,2,0,1,0.0,0.8886712999999999
261,non-code-switch,CMU,547,CMU_366, ,要求 ： 希望 你 是 个 爱 干净 的 女生 。,7,,爱,36.87838681605734,2.875227,NN,8,nsubj,4.813935 2.389885 4.386343 2.496439 1.687195 1.514235 2.875227 3.373277 0.7994511 4.568612 0.8361432,2.703703845454545,,8.83419131820207,,1,1,0,0.0,1.514235
263,non-code-switch,CMU,3314,CMU_372, ,带 前 后院 和 独立 车库 。,3,,后院,41.034648179536674,4.231148,NN,6,conj,4.192413 3.830455 4.231148 2.634155 3.421778 6.378147 1.034515,3.6746587142857146,,9.44729579108848,,2,3,0,0.0,3.830455
265,non-code-switch,CMU,4317,CMU_373, ,也可以 提供 床上 用品 等 。,2,,提供,34.70496616004472,3.4132949999999997,VV,0,root,10.51329 3.413295 6.084066 5.671571 1.501402 0.455932,4.606592666666667,,7.869110422158483,,2,0,1,0.0,10.51329
267,non-code-switch,CMU,5798,CMU_375, ,此 房 月 租金 月 租金 为 $1100 ， 现出 租 卧室 ， 价格 一揽子 计划 --$500 ， 具体 可 面议 。,2,,房,36.40902317467261,4.727766,NN,4,compound:nn,2.646519 4.727766 2.8762 6.681004 2.879993 6.681004 1.618971 10.51329 1.197862 6.039918 5.217598 6.197446 0.6956164 4.408232 7.606699 0.7781513 10.51329 1.197862 4.058344 2.016337 8.775829 1.635044,4.498317077272726,,8.401327235905793,,1,2,0,0.0,2.646519
269,non-code-switch,CMU,1589,CMU_377, ,（ 举个 例子 ， 10：30 的 课 ， 10：10 分 起床 都 来 的 及 。,6,,的,29.81785800679621,1.3977760000000001,DEG,5,case,2.636784 10.51329 4.293033 0.8014932 10.51329 1.397776 4.686777 0.6761071 10.51329 3.465894 5.336092 2.941623 3.091783 1.588362 3.768121 1.445085,4.22930001875,,4.901549025571191,,1,1,0,0.0,10.51329
271,non-code-switch,CMU,2542,CMU_380, ,留学 人员 持有 此 证明 还 可以 享受 购买 国产 汽车 免税 等 多 项 优惠 政策 。,4,,此,34.073491946599376,2.508555,DT,5,det,5.048018 5.140351 5.09306 2.508555 4.015517 3.528862 1.661457 3.680277 4.674664 5.70553 4.543415 6.333677 1.824451 2.109257 0.917717 2.528917 5.042804 0.9421318,3.6277033777777774,,9.239656426310237,,1,1,0,0.0,5.0930599999999995
273,non-code-switch,CMU,4830,CMU_381, ,房间 : 出租 的 是 客厅 .,6,,客厅,39.62193529485629,6.0353010000000005,NN,0,root,5.415995 4.274584 5.788536 1.31969 2.298112 6.035301 3.722184,4.122057428571429,,7.6302185138761365,,2,0,1,0.0,2.2981119999999997
275,non-code-switch,CMU,4602,CMU_382, ,条件 ： 女生 ， 爱 干净 。,1,,条件,34.32270266041255,4.893116,NN,5,dep,4.893116 1.753068 5.813908 0.9292351 4.192334 3.09117 1.14178,3.1163730142857142,,9.709660055555974,,2,4,0,,
277,non-code-switch,CMU,3175,CMU_385, ,目前 有 一 个 卧室 出租 ， 随时 入住 都 可以 。,5,,卧室,40.2431744402093,4.559043,NN,6,compound:nn,2.62365 1.570496 1.827231 5.503237 4.559043 5.845293 1.081215 4.578946 4.010216 3.366529 1.575163 2.034903,3.214660166666667,,7.1602148846304,,2,1,0,0.0,5.503237
279,non-code-switch,CMU,2003,CMU_386, ,目前 还 有 两 个 卧室 可以 租 。,7,,可以,33.48917474623972,3.7122339999999996,VV,8,aux:modal,2.62365 2.190285 3.168874 2.30995 0.4321387 4.601481 3.712234 4.325171 1.924707,2.8098322999999996,,6.115091280913276,,2,1,0,0.0,4.601481
281,non-code-switch,CMU,1527,CMU_392, ,此 房 的 主要 优点 是 价格 便宜 ， 交通 便利 ， 家具 设施 齐备 。,2,,房,36.40902317467261,4.727766,NN,5,nmod:assmod,2.646519 4.727766 1.25178 2.54208 2.605844 0.1560742 4.934581 5.840817 0.6155729 4.422471 0.7549214 0.2455528 5.446646 2.980459 3.231516 0.7621061,2.69779415,,8.401327235905793,,1,3,0,0.0,2.646519
283,non-code-switch,CMU,1453,CMU_400, ,关于 房东 ： 房东 在 匹 大 工作 ， 从事 科研 工作 。,7,,大,33.143099498825805,1.0278370000000001,JJ,8,amod,3.119623 6.158764 2.840469 6.17768 2.880013 5.406863 1.027837 4.429733 0.5422925 2.700101 2.987514 4.213191 0.6250087,3.316083784615385,,6.9062996746494365,,1,1,0,0.0,5.4068629999999995
285,non-code-switch,CMU,5705,CMU_401, ,我们 准备 出租 一 楼 的 客厅 和 二 楼 的 一 间 卧室 ， 客厅 480$ 每 月 左右 .,18,,每,34.589157458592574,3.483315,DT,19,det,3.478143 3.658232 4.302691 2.900342 5.542319 1.224531 5.170966 1.372973 3.438191 1.324391 1.001675 1.956168 2.084732 3.260066 0.7366862 5.88328 10.51329 3.483315 3.653591 3.495725 3.502408,3.4277959619047618,,8.348683502420371,,1,1,0,0.0,10.51329
287,non-code-switch,CMU,4834,CMU_405, ,房间 里 有 床 ， 有 桌子 等 所有 生活 必须 家具 ， 所以 完全 可以 拎包 入住 。,4,,床,38.860933817031736,5.286911,NN,3,dobj,5.415995 1.213663 1.195687 5.286911 0.8009059 2.46593 5.698278 1.817345 3.546931 3.847036 4.066018 6.033879 0.9882128 2.502053 3.431507 2.21113 10.51329 5.243498 0.9292497,3.5372378631578947,,7.311764782757602,,1,1,0,0.0,1.1956870000000002
289,non-code-switch,CMU,4128,CMU_406, ,网络 都 有 电缆 和 插口 ， 只要 给 网络 公司 打 电话 开通 就 能够 上网 。,4,,电缆,39.80464058863421,6.521395,NN,6,conj,3.936948 3.134081 1.212075 6.521395 1.535912 6.224288 0.795052 3.546153 2.729075 3.776049 3.088416 5.811927 3.741679 5.084439 3.934972 2.488974 4.135755 1.255165,3.497353055555555,,12.012245148550015,,2,2,0,0.0,1.212075
291,non-code-switch,CMU,4116,CMU_409, ,三 层 楼 各 有 一 个 卫生间 。,8,,卫生间,40.048561780914675,4.93294,NN,5,dobj,2.927257 2.66483 3.089462 3.395263 0.8859594 0.6812197 5.503237 4.93294 0.966715,2.7829870111111115,,7.694757035013707,,3,3,0,0.0,5.503237
